Time ,cpuUsage ,cost ,latency ,numberOfVMs , ongoingAction, targetedNodeID
Mon Feb 10 14:36:36 UTC 2014,35.3,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:41 UTC 2014,24.6,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:46 UTC 2014,24.6,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:51 UTC 2014,24.6,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:56 UTC 2014,24.6,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:01 UTC 2014,24.6,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:06 UTC 2014,24.6,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:11 UTC 2014,24.6,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:16 UTC 2014,24.6,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:21 UTC 2014,18.4,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:26 UTC 2014,18.4,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:31 UTC 2014,18.4,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:36 UTC 2014,18.4,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:41 UTC 2014,18.4,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:46 UTC 2014,18.4,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:51 UTC 2014,27.3,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:56 UTC 2014,27.3,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:01 UTC 2014,24.5,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:06 UTC 2014,24.5,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:11 UTC 2014,19.0,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
