Time ,cpuUsage ,cost ,latency ,numberOfVMs , ongoingAction, targetedNodeID
Mon Feb 10 20:10:35 UTC 2014,63.8,0.12,0.2791,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:40 UTC 2014,65.5,0.12,0.2789,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:46 UTC 2014,65.5,0.12,0.2789,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:51 UTC 2014,41.6,0.12,0.2788,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:56 UTC 2014,41.6,0.12,0.2788,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:02 UTC 2014,41.6,0.12,0.2788,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:07 UTC 2014,41.6,0.12,0.2788,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:12 UTC 2014,59.9,0.12,0.2803,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:17 UTC 2014,59.9,0.12,0.2803,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:23 UTC 2014,55.5,0.12,0.2798,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:28 UTC 2014,55.5,0.12,0.2798,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:33 UTC 2014,60.0,0.12,0.2792,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:38 UTC 2014,60.0,0.12,0.2792,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:43 UTC 2014,60.0,0.12,0.2792,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:48 UTC 2014,60.0,0.12,0.2792,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:53 UTC 2014,54.6,0.12,0.2788,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:58 UTC 2014,54.6,0.12,0.2788,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:03 UTC 2014,54.6,0.12,0.2788,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:09 UTC 2014,54.6,0.12,0.2788,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:14 UTC 2014,73.7,0.12,0.2785,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:20 UTC 2014,73.7,0.12,0.2785,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:27 UTC 2014,73.7,0.12,0.2785,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:32 UTC 2014,60.8,0.12,0.2774,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:38 UTC 2014,60.8,0.12,0.2774,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:43 UTC 2014,60.8,0.12,0.2774,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:48 UTC 2014,60.8,0.12,0.2774,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:53 UTC 2014,60.8,0.12,0.2764,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:58 UTC 2014,60.8,0.12,0.2764,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:04 UTC 2014,60.8,0.12,0.2764,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:09 UTC 2014,60.8,0.12,0.2764,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:14 UTC 2014,60.8,0.12,0.2786,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:19 UTC 2014,60.8,0.12,0.2786,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:24 UTC 2014,69.3,0.12,0.2777,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:29 UTC 2014,69.3,0.12,0.2777,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:34 UTC 2014,69.3,0.12,0.2777,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:40 UTC 2014,67.4,0.12,0.2765,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:45 UTC 2014,67.4,0.12,0.2765,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:51 UTC 2014,55.4,0.12,0.2752,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:56 UTC 2014,55.4,0.12,0.2752,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:01 UTC 2014,55.4,0.12,0.2752,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:07 UTC 2014,55.4,0.12,0.2752,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:12 UTC 2014,56.9,0.12,0.274,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:17 UTC 2014,56.9,0.12,0.274,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:23 UTC 2014,56.9,0.12,0.274,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:28 UTC 2014,56.9,0.12,0.274,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:33 UTC 2014,65.8,0.12,0.2725,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:38 UTC 2014,65.8,0.12,0.2725,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:43 UTC 2014,69.4,0.12,0.2714,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:48 UTC 2014,69.4,0.12,0.2714,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:53 UTC 2014,69.4,0.12,0.2714,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:58 UTC 2014,69.4,0.12,0.2714,1.0,DataNodeServiceUnit_scaleIn,
