Time ,cpuUsage ,cost ,latency ,numberOfVMs , ongoingAction, targetedNodeID
Tue Feb 18 09:58:29 UTC 2014,32.0,0.12,0.3132,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:58:34 UTC 2014,32.0,0.12,0.3132,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:58:39 UTC 2014,23.7,0.12,0.313,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:58:44 UTC 2014,23.7,0.12,0.313,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:58:49 UTC 2014,23.7,0.12,0.313,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 09:58:58 UTC 2014,31.2,0.12,0.313,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 09:59:07 UTC 2014,31.2,0.12,0.313,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 09:59:16 UTC 2014,31.2,0.12,0.313,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 09:59:25 UTC 2014,28.8,0.12,0.3128,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 09:59:34 UTC 2014,28.8,0.12,0.3128,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 09:59:43 UTC 2014,28.8,0.12,0.3128,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 09:59:52 UTC 2014,31.8,0.12,0.3123,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:00:01 UTC 2014,30.1,0.12,0.312,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:00:10 UTC 2014,40.5,0.12,0.3118,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:00:19 UTC 2014,21.0,0.12,0.3108,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:00:28 UTC 2014,17.0,0.12,0.3106,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:00:38 UTC 2014,17.0,0.12,0.3106,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:00:47 UTC 2014,17.0,0.12,0.3105,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:00:56 UTC 2014,25.6,0.12,0.3102,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:01:05 UTC 2014,25.6,0.12,0.3102,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:01:14 UTC 2014,25.6,0.12,0.3102,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 10:01:23 UTC 2014,25.6,0.12,0.31,1.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
